golden_provider_id,cluster_size,source_system_anchor,updated_at_anchor,npi,first_name,last_name,gender,specialty,email,phone,address_line1,city,state,postal_code,country,record_status
GPROV0000476,2,CRM_A,2026-01-07T11:27:02,8906163641.0,Wakeeta,D’Alia,U,Pediatrics,dmander@example.net,4738646317,071 sarma marg,Jamshedpur,TX,72236,US,Active
GPROV0000477,1,CRM_B,2025-10-27T08:36:04,,Wakeeta,D’Alia,U,Pediatrics,,4738646317,071 sarma marg,Jamshedpur,TX,72236,US,Active
GPROV0000478,2,CRM_A,2025-10-29T23:11:57,3664052763.0,Luke,Rana,U,Cardiology,vchaudry@example.org,5353961367,99/465 ravel chowk,Sasaram,AZ,31910,US,Active
GPROV0000479,1,CRM_A,2025-12-03T00:45:58,,Arya,Din,F,Psychiatry,hchokshi@example.com,,32 chaudhary nagar,Jabalpur,TS,757694,IN,Active
GPROV0000480,1,CRM_B,2025-10-14T10:43:18,,Arya,Din,F,Psychiatry,hchokshi@example.com,,32 chaudhary nagar,Jabalpur,TS,757694,IN,Active
GPROV0000481,1,CRM_A,2025-12-12T03:37:56,,Arya,Din,F,Psychiatry,hchokshi@example.com,,32 chaudhary nagar,Jabalpur,TS,757694,IN,Active
GPROV0000482,1,CRM_A,2025-10-18T08:51:42,,Wishi,Bala,U,Oncology,lavanyanarain@example.org,9911877347,48/58 badami circle,Chinsurah,TN,678870,IN,Active
GPROV0000483,1,CRM_B,2026-01-29T13:15:50,,Wishi,Bala,U,Oncology,,9911877347,48/58 badami circle,Chinsurah,TN,678870,IN,Active
GPROV0000484,1,CRM_A,2025-12-29T06:47:20,,Jagat,Rajagopal,F,Pulmonology,ymurty@example.com,0028427624,19 zacharia chowk,Fatehpur,DL,217984,IN,Inactive
GPROV0000485,1,CRM_B,2025-11-09T15:07:32,,Jagat,Rajagopal,F,Psychiatry,ymurty@example.com,0028427624,19 zacharia chowk,Fatehpur,DL,217984,IN,Inactive
GPROV0000486,2,CRM_A,2025-10-14T05:06:37,7059726570.0,Naksh,Toor,F,Oncology,ramanadya@example.com,6954500902,h.no. 90 rai path,Haldia,VA,14910,US,Active
GPROV0000487,3,CRM_A,2026-01-22T22:21:57,2020395327.0,Hemani,Parikh,U,Endocrinology,dpanchal@example.net,,349 bhatti zila,Raipur,CO,12651,US,Active
GPROV0000488,1,CRM_A,2026-01-12T07:34:51,,Geetika,Gara,M,Psychiatry,yohannaneshana@example.org,6986407905,65/91 chaudhry chowk,Naihati,TN,240913,IN,Active
GPROV0000489,1,CRM_B,2026-01-12T13:15:18,,Geetika,Gara,M,Psychiatry,yohannaneshana@example.org,6986407905,65/91 chaudhry chowk,Naihati,TN,240913,IN,Active
GPROV0000490,1,CRM_A,2026-01-11T06:27:16,,Watika,Thakkar,M,Neurology,ojas94@example.com,3718344049,919 nayar zila,Jabalpur,MH,193624,IN,Active
GPROV0000491,1,CRM_B,2025-11-20T08:09:09,,Watika,Thakkar,M,Neurology,ojas94@example.com,3718344049,919 nayar zila,Jabalpur,MH,193624,IN,Active
GPROV0000492,1,CRM_A,2026-01-11T05:05:14,,Vaishnavi,Sane,U,General Medicine,idikabose@example.net,8468536649,82/082 tata,Bhind,NJ,76426,US,Inactive
GPROV0000493,1,CRM_B,2026-01-03T09:58:32,,Vaishnavi,Sane,U,General Medicine,idikabose@example.net,8468536649,82/082 tata,Bhind,NJ,76426,US,Inactive
GPROV0000494,1,CRM_B,2025-12-24T08:02:27,,Vaishnavi,Sane,U,General Medicine,idikabose@example.net,8468536649,82/082 tata,Bhind,NJ,76426,US,Inactive
GPROV0000495,1,CRM_A,2025-10-07T18:24:05,4577406847.0,Amrita,Walia,F,Dermatology,hbhasin@example.org,7232466513,h.no. 42 keer road,Mathura,PA,57235,US,Active
GPROV0000496,1,CRM_B,2025-12-17T09:44:26,,Amrita,Walia,F,Dermatology,hbhasin@example.org,7232466513,h.no. 42 keer road,Mathura,PA,57235,US,Active
GPROV0000497,1,CRM_A,2026-01-27T19:31:30,6334083514.0,Ishaan,Doctor,U,Oncology,ayaankorpal@example.com,7866032420,h.no. 82 sunder nagar,Pimpri-Chinchwad,NY,72204,US,Active
GPROV0000498,1,CRM_B,2026-01-18T17:11:41,,Ishaan,Doctor,U,Oncology,ayaankorpal@example.com,7866032420,h.no. 82 sunder nagar,Pimpri-Chinchwad,NY,72204,US,Active
GPROV0000499,1,CRM_A,2025-11-06T03:38:29,2660286914.0,Fiyaz,Murthy,U,Oncology,devansh65@example.net,1623198189,13 das,Ozhukarai,IL,39012,US,Active
GPROV0000500,1,CRM_A,2026-02-11T16:32:20,,Madhavi,Keer,U,Cardiology,,3212347649,85 nadig zila,Fatehpur,IL,27342,US,Active
GPROV0000501,1,CRM_B,2025-10-09T14:17:27,,Madhavi,Keer,U,Cardiology,,3212347649,85 nadig zila,Fatehpur,IL,27342,US,Active
GPROV0000502,2,CRM_A,2025-12-17T12:06:16,6477709195.0,Yatin,Mall,U,Neurology,,5754090034,h.no. 51 khalsa circle,Munger,AL,38601,US,Inactive
GPROV0000503,1,CRM_A,2026-01-27T19:09:36,7910817577.0,Abhiram,Ramaswamy,M,Pulmonology,,2756041776,61/248 pandey zila,Madanapalle,PA,46239,US,Active
GPROV0000504,1,CRM_B,2026-01-22T14:39:36,,Abhiram,Ramaswamy,M,Endocrinology,charvi13@example.com,2756041776,61/248 pandey zila,Madanapalle,PA,46239,US,Active
GPROV0000505,1,CRM_A,2026-01-17T22:25:01,,Eta,Setty,U,Pediatrics,benqarin@example.net,2063459112,29/65 sridhar chowk,Bhilwara,MA,96577,US,Active
GPROV0000506,1,CRM_B,2025-10-07T00:01:20,,Eta,Setty,U,Pediatrics,,2063459112,29/65 sridhar chowk,Bhilwara,MA,96577,US,Active
GPROV0000507,1,CRM_A,2026-01-12T04:01:47,,Oscar,Narang,M,Neurology,rushil16@example.com,6693008931,420 sanghvi marg,Jalgaon,AL,84978,US,Active
GPROV0000508,1,CRM_B,2025-10-09T06:38:03,,Oscar,Narang,M,Neurology,rushil16@example.com,6693008931,420 sanghvi marg,Jalgaon,AL,84978,US,Active
GPROV0000509,1,CRM_A,2025-12-04T02:26:17,,Gaurav,Pillai,U,Gastroenterology,jacobatwal@example.net,6771333447,639 mandal ganj,Gurgaon,GA,96194,US,Active
GPROV0000510,1,CRM_B,2025-11-02T06:04:42,,Gaurav,Pillai,U,Gastroenterology,jacobatwal@example.net,6771333447,639 mandal ganj,Gurgaon,GA,96194,US,Active
GPROV0000511,3,CRM_A,2026-01-21T11:13:47,1383539822.0,Pranit,Rege,M,Orthopedics,ayushmannan@example.com,9735971072,63/669 bora road,Proddatur,OH,53426,US,Active
GPROV0000512,1,CRM_A,2025-12-06T10:37:17,3665691647.0,Daniel,Ben,F,Gastroenterology,wahab75@example.net,9004896465,09/24 thakur street,Sonipat,MA,99220,US,Inactive
GPROV0000513,1,CRM_B,2025-10-22T07:12:46,,Daniel,Ben,F,Gastroenterology,wahab75@example.net,9004896465,09/24 thakur street,Sonipat,MA,99220,US,Inactive
GPROV0000514,1,CRM_B,2025-12-14T11:09:49,,Daniel,Ben,F,Gastroenterology,wahab75@example.net,9004896465,09/24 thakur street,Sonipat,MA,99220,US,Inactive
GPROV0000515,1,CRM_A,2026-01-24T08:53:26,,Upadhriti,Deo,F,Dermatology,,,h.no. 502 mand chowk,Chinsurah,NJ,69974,US,Active
GPROV0000516,1,CRM_B,2026-01-29T15:08:53,,Upadhriti,Deo,F,Dermatology,nadigrachita@example.org,,h.no. 502 mand chowk,Chinsurah,NJ,69974,US,Active
GPROV0000517,1,CRM_B,2025-11-01T08:03:37,,Upadhriti,Deo,F,Dermatology,nadigrachita@example.org,,h.no. 502 mand chowk,Chinsurah,NJ,69974,US,Active
GPROV0000518,2,CRM_A,2026-01-26T21:22:21,6054421752.0,Barkha,Lall,M,General Medicine,zansi56@example.org,7287032032,42 sarin chowk,Shimla,CT,32099,US,Active
GPROV0000519,3,CRM_A,2025-10-21T15:32:03,7345385864.0,Banjeet,Sathe,M,Psychiatry,vedhika77@example.org,2151342284,08/92 bose marg,Panchkula,AZ,11845,US,Active
GPROV0000520,1,CRM_A,2025-10-18T00:12:09,,Girindra,Narasimhan,U,Cardiology,manejairaj@example.com,9152017774,h.no. 09 nair chowk,Rajpur Sonarpur,DL,827213,IN,Active
GPROV0000521,1,CRM_B,2025-12-13T16:33:48,,Girindra,Narasimhan,U,Cardiology,manejairaj@example.com,9152017774,h.no. 09 nair chowk,Rajpur Sonarpur,DL,827213,IN,Active
GPROV0000522,1,CRM_B,2026-01-20T09:11:21,,Girindra,Narasimhan,U,Cardiology,,9152017774,h.no. 09 nair chowk,Rajpur Sonarpur,DL,827213,IN,Active
GPROV0000523,2,CRM_A,2026-01-31T07:07:16,4538382315.0,Chanakya,Mandal,U,Neurology,christopher18@example.net,1642361032,42 misra zila,Bhiwani,CA,88167,US,Active
GPROV0000524,2,CRM_A,2025-12-09T00:35:06,8782516473.0,Dayita,Deep,M,General Medicine,gopal58@example.org,7674996165,61 varghese nagar,Madhyamgram,CO,37681,US,Active
GPROV0000525,1,CRM_A,2025-11-09T11:19:03,,Udarsh,Dubey,U,Psychiatry,ovyas@example.net,1476174224,64/90 bose circle,Anand,CT,91675,US,Active
GPROV0000526,1,CRM_B,2025-12-04T02:31:04,,Udarsh,Dubey,U,Psychiatry,ovyas@example.net,1476174224,64/90 bose circle,Anand,CT,91675,US,Active
GPROV0000527,2,CRM_A,2025-12-03T05:46:07,5792280830.0,Hritik,Uppal,U,Cardiology,gsachar@example.com,9454918017,601 mishra marg,Dharmavaram,AK,30070,US,Active
GPROV0000528,2,CRM_A,2025-11-12T05:50:43,5884080139.0,Suhani,Sengupta,U,Oncology,harita23@example.org,9416800610,77/697 patel road,Barasat,AL,25431,US,Active
GPROV0000529,2,CRM_A,2026-01-19T00:57:44,5179517389.0,Gagan,Dass,U,Pediatrics,,3037236831,27 bains marg,Rourkela,CA,81845,US,Inactive
GPROV0000530,1,CRM_A,2025-11-05T03:08:23,,Michael,Saxena,M,Pediatrics,bsinha@example.com,3349605016,99 mannan circle,Morbi,UP,215795,IN,Inactive
GPROV0000531,1,CRM_B,2026-02-01T11:24:23,,Michael,Saxena,M,Pediatrics,bsinha@example.com,3349605016,99 mannan circle,Morbi,UP,215795,IN,Inactive
GPROV0000532,1,CRM_A,2025-12-07T06:04:57,,Michael,Saxena,M,Pediatrics,bsinha@example.com,3349605016,99 mannan circle,Morbi,UP,215795,IN,Inactive
GPROV0000533,1,CRM_B,2025-10-29T02:06:57,,M.,Saxena,M,Pediatrics,,3349605016,99 mannan circle,Morbi,UP,215795,IN,Inactive
GPROV0000534,1,CRM_A,2025-12-09T16:35:33,,Mugdha,Sunder,F,Oncology,tkata@example.org,0695814671,57/60 mani street,Nandyal,AZ,44619,US,Inactive
GPROV0000535,1,CRM_B,2025-12-21T19:35:01,,Mugdha,Sunder,F,Oncology,tkata@example.org,0695814671,57/60 mani street,Nandyal,AZ,44619,US,Inactive
GPROV0000536,1,CRM_B,2025-11-03T04:38:14,,Mugdha,Sunder,F,Oncology,tkata@example.org,0695814671,57/60 mani street,Nandyal,AZ,44619,US,Inactive
GPROV0000537,1,CRM_A,2025-12-12T06:57:19,,Hemangini,Sarma,M,General Medicine,,5972466572,h.no. 17 ghose street,Sangli-Miraj & Kupwad,CT,16014,US,Active
GPROV0000538,1,CRM_B,2025-12-30T05:47:05,,Hemangini,Sarma,M,General Medicine,yashicakanda@example.net,5972466572,h.no. 17 ghose street,Sangli-Miraj & Kupwad,CT,16014,US,Active
GPROV0000539,1,CRM_A,2025-12-08T15:15:52,,Vyanjana,Chaudhuri,M,General Medicine,,,43 batta ganj,Secunderabad,UP,381342,IN,Active
GPROV0000540,1,CRM_B,2025-11-28T15:23:39,,Vyanjana,Chaudhuri,M,General Medicine,,,43 batta ganj,Secunderabad,UP,381342,IN,Active
GPROV0000541,1,CRM_A,2025-11-04T19:26:08,,Advika,Parikh,M,Endocrinology,owenthakur@example.org,5619318374,h.no. 08 dora road,Dhanbad,MD,65278,US,Active
GPROV0000542,1,CRM_B,2026-01-16T10:03:59,,Advika,Parikh,M,Endocrinology,owenthakur@example.org,5619318374,h.no. 08 dora road,Dhanbad,MD,65278,US,Active
GPROV0000543,1,CRM_A,2025-11-24T08:39:26,7832220535.0,Raksha,Shankar,F,Oncology,cherianharsh@example.net,8121352478,12/552 jaggi zila,Vijayanagaram,AK,59774,US,Active
GPROV0000544,1,CRM_B,2026-01-19T05:11:06,,Raksha,Shankar,F,Oncology,cherianharsh@example.net,8121352478,12/552 jaggi zila,Vijayanagaram,AK,59774,US,Active
GPROV0000545,1,CRM_A,2025-12-29T15:30:19,,Abeer,Korpal,M,Oncology,som@example.net,1456532863,66 varty chowk,Ludhiana,CO,11620,US,Active
GPROV0000546,1,CRM_B,2025-12-02T19:26:48,,Abeer,Korpal,M,Oncology,som@example.net,1456532863,66 varty chowk,Ludhiana,CO,11620,US,Active
GPROV0000547,1,CRM_A,2025-10-29T02:30:14,,Saanvi,Dhingra,U,Orthopedics,varugheseekaraj@example.org,5626060290,68 murthy road,Bangalore,UP,553873,IN,Active
GPROV0000548,1,CRM_B,2025-10-08T23:39:48,,Saanvi,Dhingra,U,Orthopedics,varugheseekaraj@example.org,5626060290,68 murthy road,Bangalore,UP,553873,IN,Active
GPROV0000549,1,CRM_B,2025-11-14T00:21:03,,Saanvi,Dhingra,U,Orthopedics,varugheseekaraj@example.org,5626060290,68 murthy road,Bangalore,UP,553873,IN,Active
GPROV0000550,2,CRM_A,2025-12-03T06:23:22,8940731272.0,Ati,Wable,U,Pulmonology,netrasehgal@example.net,8997563410,28 mander circle,Tiruchirappalli,NC,74441,US,Active
GPROV0000551,1,CRM_A,2026-01-15T22:07:51,2009317340.0,Yasti,Muni,F,Orthopedics,,4346810548,h.no. 017 ahluwalia road,Sonipat,IL,75333,US,Inactive
GPROV0000552,1,CRM_B,2026-01-10T16:41:42,,Yasti,Muni,F,Orthopedics,nathaniel00@example.net,4346810548,h.no. 017 ahluwalia road,Sonipat,IL,75333,US,Inactive
GPROV0000553,1,CRM_A,2025-10-22T07:11:13,9743831553.0,Warinder,Walla,F,Oncology,inayamistry@example.com,9268315893,12 sabharwal marg,Tiruchirappalli,OH,91142,US,Active
GPROV0000554,1,CRM_B,2026-01-28T21:30:05,,Warinder,Walla,F,Oncology,inayamistry@example.com,9268315893,12 sabharwal marg,Tiruchirappalli,OH,91142,US,Active
GPROV0000555,1,CRM_A,2025-11-16T02:22:00,,David,Sandal,U,Gastroenterology,,7371586988,h.no. 97 sarraf marg,Erode,DL,156911,IN,Active
GPROV0000556,1,CRM_B,2025-12-02T04:05:21,,David,Sandal,U,Gastroenterology,,7371586988,h.no. 97 sarraf marg,Erode,DL,156911,IN,Active
GPROV0000557,1,CRM_A,2025-10-13T01:17:41,,Nicholas,Dhawan,U,Pulmonology,vedhikashankar@example.org,8813770285,61/15 mann,Nagaon,TN,850689,IN,Inactive
GPROV0000558,1,CRM_A,2025-10-28T01:06:18,1456650521.0,Michael,Dalal,U,Neurology,,4544702296,h.no. 43 suresh street,Bhilai,,63636,US,Active
GPROV0000559,1,CRM_B,2025-10-18T17:05:19,,Michael,Dalal,U,Neurology,,4544702296,h.no. 43 suresh street,Bhilai,,63636,US,Active
GPROV0000560,2,CRM_A,2025-10-25T08:57:20,4356175095.0,Ikshita,Bir,M,Pediatrics,sahnivasana@example.net,9756792287,72/519 rout,Muzaffarpur,FL,93000,US,Active
GPROV0000561,1,CRM_A,2025-11-26T13:35:58,,Megha,Nori,U,Orthopedics,,2094818139,83/78 dara nagar,Surat,MH,656127,IN,Active
GPROV0000562,1,CRM_B,2025-10-21T14:31:14,,Megha,Nori,U,Orthopedics,savantarunima@example.net,2094818139,83/78 dara nagar,Surat,MH,656127,IN,Active
GPROV0000563,1,CRM_A,2025-11-11T22:06:49,,Anvi,Jha,M,Orthopedics,,9718956907,h.no. 62 bajwa marg,Eluru,NJ,26827,US,Active
GPROV0000564,1,CRM_B,2026-01-26T14:29:59,,Anvi,Jha,M,Orthopedics,,9718956907,h.no. 62 bajwa marg,Eluru,NJ,26827,US,Active
GPROV0000565,1,CRM_A,2025-10-31T17:45:04,,Aarini,Chand,M,Orthopedics,,2412462095,h.no. 046 nagarajan zila,Haridwar,WA,42537,US,Active
GPROV0000566,1,CRM_B,2026-01-01T19:31:16,,Aarini,Chand,M,Orthopedics,,2412462095,h.no. 046 nagarajan zila,Haridwar,WA,42537,US,Active
GPROV0000567,1,CRM_B,2025-10-25T21:30:20,,Aarini,Chand,M,Orthopedics,chaudharyom@example.com,2412462095,h.no. 046 nagarajan zila,Haridwar,WA,42537,US,Active
GPROV0000568,1,CRM_A,2025-12-15T19:42:47,7495255966.0,Ekiya,Kuruvilla,M,Dermatology,ddara@example.org,9937886140,86 sule zila,Vellore,MD,82559,US,Active
GPROV0000569,1,CRM_B,2025-10-17T19:43:43,,Ekiya,Kuruvilla,M,Dermatology,ddara@example.org,9937886140,86 sule zila,Vellore,MD,82559,US,Active
GPROV0000570,1,CRM_B,2026-01-08T05:16:16,,Ekiya,Kuruvilla,M,Dermatology,ddara@example.org,9937886140,86 sule zila,Vellore,MD,82559,US,Active
GPROV0000571,1,CRM_A,2025-11-27T19:33:07,,Vivaan,Bahl,U,General Medicine,harrison38@example.net,4967183258,868 barman chowk,Madhyamgram,WA,33306,US,Active
GPROV0000572,1,CRM_B,2025-12-28T12:46:18,,Vivaan,Bahl,U,General Medicine,,4967183258,868 barman chowk,Madhyamgram,WA,33306,US,Active
GPROV0000573,1,CRM_A,2025-12-19T09:43:17,,Bimala,Ganesh,U,Pulmonology,bhasinvasatika@example.com,4653984028,h.no. 16 dey zila,Bhiwani,MI,79979,US,Active
GPROV0000574,1,CRM_B,2025-11-19T20:15:06,,Bimala,Ganesh,U,Pulmonology,bhasinvasatika@example.com,4653984028,h.no. 16 dey zila,Bhiwani,MI,79979,US,Active
GPROV0000575,1,CRM_A,2025-11-23T19:27:06,,Shivansh,Thaman,U,Oncology,hema47@example.com,5537950209,h.no. 026 suresh circle,Siwan,MH,802812,IN,Active
GPROV0000576,1,CRM_B,2026-01-18T16:01:48,,Shivansh,Thaman,U,Oncology,,5537950209,h.no. 026 suresh circle,Siwan,MH,802812,IN,Active
GPROV0000577,1,CRM_A,2025-10-31T15:22:17,9856363546.0,Finn,Brahmbhatt,U,Neurology,saxenajatin@example.com,9562017537,045 chana ganj,Korba,CT,57013,US,Inactive
GPROV0000578,1,CRM_A,2025-11-11T19:23:32,3853978147.0,Vivaan,Tak,U,Psychiatry,,0479303614,839 gill,Giridih,TX,99803,US,Active
GPROV0000579,1,CRM_B,2025-12-26T14:58:05,,Vivaan,Tak,U,Psychiatry,,0479303614,839 gill,Giridih,TX,99803,US,Active
GPROV0000580,1,CRM_A,2026-01-29T15:09:21,,Kabir,Bhattacharyya,F,Pulmonology,aashikari@example.net,4308948706,h.no. 66 dara road,Shimla,,564586,IN,Active
GPROV0000581,1,CRM_B,2025-11-06T08:25:30,,Kabir,Bhattacharyya,F,Pulmonology,aashikari@example.net,4308948706,h.no. 66 dara road,Shimla,,564586,IN,Active
GPROV0000582,1,CRM_B,2026-01-13T13:19:19,,Kabir,Bhattacharyya,F,Pulmonology,,4308948706,h.no. 66 dara road,Shimla,,564586,IN,Active
GPROV0000583,1,CRM_A,2025-10-15T10:28:21,,Janaki,Varughese,M,Pulmonology,kapurchampak@example.com,8750635190,61/332 mukhopadhyay path,Jalandhar,UP,913848,IN,Active
GPROV0000584,1,CRM_B,2025-12-30T07:08:18,,Janaki,Varughese,M,Pulmonology,kapurchampak@example.com,8750635190,61/332 mukhopadhyay path,Jalandhar,UP,913848,IN,Active
GPROV0000585,1,CRM_A,2026-01-14T08:13:09,,Ayaan,Srinivasan,F,Dermatology,lbajwa@example.net,4317350583,97/17 dash,Ghaziabad,CT,46583,US,Active
GPROV0000586,1,CRM_B,2025-10-31T15:26:24,,Ayaan,Srinivasan,F,Dermatology,lbajwa@example.net,4317350583,97/17 dash,Ghaziabad,CT,46583,US,Active
GPROV0000587,2,CRM_A,2026-01-07T03:43:49,9283395204.0,Bahadurjit,Purohit,U,Dermatology,dhruv20@example.com,4961108046,h.no. 963 anne,Yamunanagar,,96755,US,Active
GPROV0000588,3,CRM_A,2026-02-06T13:58:27,5110230967.0,Ucchal,Sangha,F,General Medicine,noriatharv@example.com,5931109193,84/567 saxena,Latur,VA,81182,US,Inactive
GPROV0000589,1,CRM_A,2025-10-30T13:07:28,2260892281.0,Laksh,Basu,U,General Medicine,,2496854982,49 manne path,Bangalore,GA,83575,US,Active
GPROV0000590,1,CRM_B,2025-10-08T23:32:21,,Laksh,Basu,U,Pulmonology,,2496854982,49 manne path,Bangalore,GA,83575,US,Active
GPROV0000591,1,CRM_B,2025-10-12T10:27:27,,Laksh,Basu,U,General Medicine,,2496854982,49 manne path,Bangalore,GA,83575,US,Active
GPROV0000592,1,CRM_A,2025-11-01T12:02:13,,Zarna,Dhillon,U,Pulmonology,khannayashica@example.net,6533315377,95/94 narasimhan marg,Vasai-Virar,MI,59987,US,Active
GPROV0000593,1,CRM_B,2025-11-20T09:00:12,,Zarna,Dhillon,U,Pulmonology,khannayashica@example.net,6533315377,95/94 narasimhan marg,Vasai-Virar,MI,59987,US,Active
GPROV0000594,1,CRM_A,2025-10-28T08:20:31,,Suhani,Basak,F,Orthopedics,akanda@example.net,3793375636,h.no. 501 balan path,Ajmer,TX,15747,US,Active
GPROV0000595,1,CRM_B,2025-11-07T06:13:52,,Suhani,Basak,F,Orthopedics,,3793375636,h.no. 501 balan path,Ajmer,TX,15747,US,Active
GPROV0000596,1,CRM_B,2025-10-22T17:40:38,,Suhani,Basak,F,Orthopedics,akanda@example.net,3793375636,h.no. 501 balan path,Ajmer,TX,15747,US,Active
GPROV0000597,1,CRM_A,2026-01-20T05:10:19,,Bina,Sarraf,F,Oncology,jagvibassi@example.org,,423 ghosh road,Begusarai,TS,664107,IN,Active
GPROV0000598,1,CRM_B,2025-10-07T12:46:20,,Bina,Sarraf,F,Oncology,jagvibassi@example.org,,423 ghosh road,Begusarai,TS,664107,IN,Active
GPROV0000599,1,CRM_B,2026-01-20T21:23:12,,Bina,Sarraf,F,Oncology,jagvibassi@example.org,,423 ghosh road,Begusarai,TS,664107,IN,Active
GPROV0000600,1,CRM_A,2025-10-31T05:49:27,1446362270.0,Yatan,Gokhale,F,Psychiatry,anthonygoda@example.com,0261534735,28/961 dhawan zila,Jhansi,FL,67047,US,Active
GPROV0000601,1,CRM_B,2025-10-23T08:13:45,,Yatan,Gokhale,F,Psychiatry,anthonygoda@example.com,0261534735,28/961 dhawan zila,Jhansi,FL,67047,US,Active
GPROV0000602,2,CRM_A,2025-11-22T14:30:44,1314597900.0,Rehaan,Walia,U,General Medicine,uprasad@example.net,3099384253,42/897 bumb ganj,Srikakulam,CO,39837,US,Inactive
GPROV0000603,1,CRM_A,2026-01-17T23:05:35,3297096148.0,Dhruv,Ganesh,F,Endocrinology,,7255877749,90/333 keer chowk,Bellary,NC,86756,US,Active
GPROV0000604,1,CRM_B,2025-11-19T03:03:39,,Dhruv,Ganesh,F,Psychiatry,xupadhyay@example.com,7255877749,90/333 keer chowk,Bellary,NC,86756,US,Active
GPROV0000605,2,CRM_A,2026-01-09T19:17:02,8240793721.0,Damini,Sandal,U,Oncology,xdugar@example.com,1214785390,95/67 sankaran chowk,Arrah,AZ,59992,US,Inactive
GPROV0000606,1,CRM_B,2025-10-30T18:36:53,,Damini,Sandal,U,Oncology,xdugar@example.com,1214785390,95/67 sankaran chowk,Arrah,AZ,59992,US,Inactive
GPROV0000607,1,CRM_A,2025-12-21T08:32:49,,Widisha,Nadig,U,Pediatrics,lavanya02@example.com,4151488814,h.no. 115 iyer nagar,Thiruvananthapuram,KA,936223,IN,Active
GPROV0000608,1,CRM_B,2025-11-25T02:45:55,,Widisha,Nadig,U,Pediatrics,lavanya02@example.com,4151488814,h.no. 115 iyer nagar,Thiruvananthapuram,KA,936223,IN,Active
GPROV0000609,1,CRM_A,2025-12-11T07:25:46,,Forum,Krishna,U,Psychiatry,anvi39@example.org,,h.no. 445 ravi marg,Chittoor,TS,680412,IN,Active
GPROV0000610,1,CRM_B,2026-01-25T04:33:01,,Forum,Krishna,U,Psychiatry,anvi39@example.org,,h.no. 445 ravi marg,Chittoor,TS,680412,IN,Active
GPROV0000611,2,CRM_A,2025-11-10T18:06:18,5660584367.0,Yauvani,Dixit,M,Orthopedics,okari@example.net,3738987751,663 sengupta chowk,Dindigul,AL,37752,US,Inactive
GPROV0000612,1,CRM_B,2025-12-08T15:49:32,,Yauvani,Dixit,M,Orthopedics,okari@example.net,3738987751,663 sengupta chowk,Dindigul,AL,37752,US,Inactive
GPROV0000613,1,CRM_A,2025-12-23T12:20:35,,Liam,Dave,F,Dermatology,aditya75@example.com,6668459090,599 raman,Kurnool,WB,303765,IN,Active
GPROV0000614,1,CRM_B,2025-10-22T12:49:42,,Liam,Dave,F,General Medicine,aditya75@example.com,6668459090,599 raman,Kurnool,WB,303765,IN,Active
GPROV0000615,2,CRM_A,2025-12-09T21:00:10,5609120848.0,Mahika,Bhatt,U,Gastroenterology,eguha@example.org,9741218209,h.no. 231 mander marg,Muzaffarpur,VA,86099,US,Inactive
GPROV0000616,1,CRM_A,2026-01-12T21:56:55,,Bishakha,Viswanathan,U,Pediatrics,shadakshesh@example.com,0256621286,16/323 sankaran road,Kozhikode,TN,302897,IN,Active
GPROV0000617,1,CRM_B,2025-10-08T22:38:46,,Bishakha,Viswanathan,U,Pediatrics,shadakshesh@example.com,0256621286,16/323 sankaran road,Kozhikode,TN,302897,IN,Active
GPROV0000618,2,CRM_A,2025-10-10T05:09:54,7729620601.0,Dayita,Jain,M,Pulmonology,mmajumdar@example.org,,16 koshy,Jehanabad,MD,51053,US,Active
GPROV0000619,1,CRM_A,2026-01-22T22:49:06,,Vritti,Sharma,M,Neurology,,7546926329,62 chandran,Varanasi,UP,868577,IN,Active
GPROV0000620,1,CRM_B,2026-01-20T17:37:48,,Vritti,Sharma,M,Neurology,vbaral@example.org,7546926329,62 chandran,Varanasi,UP,868577,IN,Active
GPROV0000621,1,CRM_A,2025-12-04T04:23:26,,Wriddhish,Dugar,M,Gastroenterology,bishakha13@example.com,8151185672,807 bora nagar,Eluru,MH,736095,IN,Active
GPROV0000622,1,CRM_B,2026-01-25T04:57:31,,Wriddhish,Dugar,M,Gastroenterology,bishakha13@example.com,8151185672,807 bora nagar,Eluru,MH,736095,IN,Active
GPROV0000623,1,CRM_A,2025-11-13T13:18:48,,Hemal,Rastogi,U,Pediatrics,,1257771183,742 badami street,Belgaum,WB,180176,IN,Active
GPROV0000624,1,CRM_B,2026-02-03T15:32:58,,Hemal,Rastogi,U,Pediatrics,mekhalabarad@example.org,1257771183,742 badami street,Belgaum,WB,180176,IN,Active
GPROV0000625,1,CRM_A,2025-11-08T13:34:16,,Chaitaly,Dash,F,Pulmonology,eganguly@example.net,4275230837,81/647 agrawal nagar,Burhanpur,WB,323095,IN,Active
GPROV0000626,1,CRM_B,2025-11-12T14:37:24,,Chaitaly,Dash,F,Pulmonology,eganguly@example.net,4275230837,81/647 agrawal nagar,Burhanpur,WB,323095,IN,Active
GPROV0000627,3,CRM_A,2026-01-20T20:07:27,5933341108.0,Saksham,Krish,U,Gastroenterology,william31@example.org,0053131220,15/58 johal ganj,Haldia,TX,48141,US,Active
GPROV0000628,2,CRM_A,2026-01-01T15:02:06,3938451957.0,Jai,Kata,M,Orthopedics,hiteshparikh@example.com,0650637314,h.no. 136 tata road,Jorhat,PA,84233,US,Active
