golden_provider_id,source_system,provider_id_source,npi,updated_at,mapped_at
GPROV0000881,CRM_B,CRM_B_P_PROV_00526_723,,2025-11-28T23:37:15,2026-02-05T15:24:53
GPROV0000882,CRM_A,CRM_A_P_PROV_00527_328,2669743840.0,2026-01-09T21:29:31,2026-02-05T15:24:53
GPROV0000883,CRM_B,CRM_B_P_PROV_00527_307,,2025-12-22T10:14:16,2026-02-05T15:24:53
GPROV0000884,CRM_A,CRM_A_P_PROV_00528_691,7541749055.0,2025-10-18T16:26:11,2026-02-05T15:24:53
GPROV0000885,CRM_B,CRM_B_P_PROV_00528_973,,2025-12-23T06:49:36,2026-02-05T15:24:53
GPROV0000886,CRM_A,CRM_A_P_PROV_00529_107,,2026-02-04T09:18:19,2026-02-05T15:24:53
GPROV0000887,CRM_B,CRM_B_P_PROV_00529_891,,2025-11-01T09:46:10,2026-02-05T15:24:53
GPROV0000888,CRM_A,CRM_A_P_PROV_00530_853,,2025-12-18T02:50:24,2026-02-05T15:24:53
GPROV0000889,CRM_B,CRM_B_P_PROV_00530_385,,2025-12-22T00:14:19,2026-02-05T15:24:53
GPROV0000890,CRM_A,CRM_A_P_PROV_00531_684,,2025-11-03T17:12:23,2026-02-05T15:24:53
GPROV0000891,CRM_A,CRM_A_P_PROV_00532_387,3547281761.0,2026-01-16T17:26:44,2026-02-05T15:24:54
GPROV0000892,CRM_B,CRM_B_P_PROV_00532_289,,2026-02-04T09:41:38,2026-02-05T15:24:54
GPROV0000893,CRM_B,CRM_B_P_PROV_00532_651,,2026-01-14T12:22:07,2026-02-05T15:24:54
GPROV0000894,CRM_A,CRM_A_P_PROV_00533_152,7925383538.0,2026-01-25T14:26:40,2026-02-05T15:24:54
GPROV0000895,CRM_B,CRM_B_P_PROV_00533_693,,2025-12-27T07:41:27,2026-02-05T15:24:54
GPROV0000896,CRM_A,CRM_A_P_PROV_00534_948,8613098877.0,2025-12-31T10:50:23,2026-02-05T15:24:54
GPROV0000896,CRM_A,CRM_A_P_PROV_00534_801,8613098877.0,2026-01-10T13:06:20,2026-02-05T15:24:54
GPROV0000897,CRM_B,CRM_B_P_PROV_00534_517,,2025-10-19T04:18:01,2026-02-05T15:24:54
GPROV0000898,CRM_A,CRM_A_P_PROV_00535_971,5081499111.0,2026-01-18T16:16:43,2026-02-05T15:24:54
GPROV0000898,CRM_B,CRM_B_P_PROV_00535_179,5081499111.0,2025-12-16T16:20:08,2026-02-05T15:24:54
GPROV0000899,CRM_A,CRM_A_P_PROV_00536_205,,2026-02-03T03:46:58,2026-02-05T15:24:54
GPROV0000900,CRM_B,CRM_B_P_PROV_00536_419,,2026-01-09T09:12:13,2026-02-05T15:24:55
GPROV0000901,CRM_A,CRM_A_P_PROV_00537_783,,2025-12-01T13:37:04,2026-02-05T15:24:55
GPROV0000902,CRM_B,CRM_B_P_PROV_00537_979,,2025-11-13T15:51:14,2026-02-05T15:24:55
GPROV0000903,CRM_A,CRM_A_P_PROV_00537_887,,2026-02-04T20:23:32,2026-02-05T15:24:55
GPROV0000904,CRM_A,CRM_A_P_PROV_00538_868,2946254259.0,2025-12-29T12:22:25,2026-02-05T15:24:55
GPROV0000904,CRM_B,CRM_B_P_PROV_00538_101,2946254259.0,2026-01-22T00:52:46,2026-02-05T15:24:55
GPROV0000904,CRM_B,CRM_B_P_PROV_00538_752,2946254259.0,2025-11-21T23:19:01,2026-02-05T15:24:55
GPROV0000905,CRM_A,CRM_A_P_PROV_00539_942,6695007725.0,2025-10-21T00:52:00,2026-02-05T15:24:55
GPROV0000905,CRM_B,CRM_B_P_PROV_00539_968,6695007725.0,2025-12-06T15:54:59,2026-02-05T15:24:55
GPROV0000905,CRM_A,CRM_A_P_PROV_00539_380,6695007725.0,2026-01-28T17:29:15,2026-02-05T15:24:55
GPROV0000906,CRM_A,CRM_A_P_PROV_00540_967,,2025-12-22T14:16:11,2026-02-05T15:24:55
GPROV0000907,CRM_B,CRM_B_P_PROV_00540_272,,2025-12-19T23:05:04,2026-02-05T15:24:55
GPROV0000908,CRM_A,CRM_A_P_PROV_00541_544,,2025-11-15T22:50:58,2026-02-05T15:24:55
GPROV0000909,CRM_B,CRM_B_P_PROV_00541_566,,2026-01-25T14:40:59,2026-02-05T15:24:56
GPROV0000910,CRM_A,CRM_A_P_PROV_00542_811,7294421869.0,2026-01-20T21:33:17,2026-02-05T15:24:56
GPROV0000910,CRM_B,CRM_B_P_PROV_00542_285,7294421869.0,2025-12-21T00:09:41,2026-02-05T15:24:56
GPROV0000911,CRM_A,CRM_A_P_PROV_00543_993,,2025-10-31T11:03:39,2026-02-05T15:24:56
GPROV0000912,CRM_B,CRM_B_P_PROV_00543_588,,2025-10-30T21:52:49,2026-02-05T15:24:56
GPROV0000913,CRM_A,CRM_A_P_PROV_00544_714,,2026-01-18T13:48:55,2026-02-05T15:24:56
GPROV0000914,CRM_B,CRM_B_P_PROV_00544_714,,2025-12-04T14:50:00,2026-02-05T15:24:56
GPROV0000915,CRM_B,CRM_B_P_PROV_00544_502,,2025-12-05T00:34:11,2026-02-05T15:24:56
GPROV0000916,CRM_A,CRM_A_P_PROV_00545_875,5064122912.0,2025-12-08T14:16:19,2026-02-05T15:24:56
GPROV0000916,CRM_B,CRM_B_P_PROV_00545_521,5064122912.0,2025-12-30T03:41:29,2026-02-05T15:24:56
GPROV0000917,CRM_A,CRM_A_P_PROV_00546_931,,2025-12-01T00:20:00,2026-02-05T15:24:56
GPROV0000918,CRM_B,CRM_B_P_PROV_00546_128,,2025-12-24T02:40:28,2026-02-05T15:24:57
GPROV0000919,CRM_A,CRM_A_P_PROV_00546_729,,2025-12-08T06:10:54,2026-02-05T15:24:57
GPROV0000920,CRM_A,CRM_A_P_PROV_00547_582,,2025-11-10T15:31:43,2026-02-05T15:24:57
GPROV0000921,CRM_B,CRM_B_P_PROV_00547_804,,2025-11-29T05:36:10,2026-02-05T15:24:57
GPROV0000922,CRM_B,CRM_B_P_PROV_00547_105,,2025-12-15T10:13:47,2026-02-05T15:24:57
GPROV0000923,CRM_A,CRM_A_P_PROV_00548_914,7248493644.0,2025-10-29T13:19:09,2026-02-05T15:24:57
GPROV0000924,CRM_B,CRM_B_P_PROV_00548_794,,2026-01-19T04:32:02,2026-02-05T15:24:57
GPROV0000925,CRM_A,CRM_A_P_PROV_00549_892,,2026-02-11T12:48:41,2026-02-05T15:24:57
GPROV0000926,CRM_B,CRM_B_P_PROV_00549_528,,2026-01-19T08:16:52,2026-02-05T15:24:57
GPROV0000927,CRM_A,CRM_A_P_PROV_00550_537,,2025-10-11T22:05:20,2026-02-05T15:24:58
GPROV0000928,CRM_B,CRM_B_P_PROV_00550_724,,2026-01-01T18:15:03,2026-02-05T15:24:58
GPROV0000929,CRM_A,CRM_A_P_PROV_00551_739,4027409334.0,2026-01-12T01:37:43,2026-02-05T15:24:58
GPROV0000930,CRM_B,CRM_B_P_PROV_00551_342,,2025-11-25T06:55:06,2026-02-05T15:24:58
GPROV0000931,CRM_A,CRM_A_P_PROV_00552_566,4267980072.0,2025-11-02T02:01:27,2026-02-05T15:24:58
GPROV0000932,CRM_A,CRM_A_P_PROV_00553_137,5822000305.0,2025-10-30T00:08:19,2026-02-05T15:24:58
GPROV0000932,CRM_B,CRM_B_P_PROV_00553_980,5822000305.0,2025-12-20T09:46:52,2026-02-05T15:24:58
GPROV0000932,CRM_B,CRM_B_P_PROV_00553_310,5822000305.0,2025-12-23T06:50:24,2026-02-05T15:24:58
GPROV0000933,CRM_A,CRM_A_P_PROV_00554_631,4856648111.0,2025-10-13T02:49:12,2026-02-05T15:24:58
GPROV0000933,CRM_B,CRM_B_P_PROV_00554_319,4856648111.0,2025-11-15T13:50:20,2026-02-05T15:24:58
GPROV0000934,CRM_A,CRM_A_P_PROV_00555_618,,2025-10-13T05:38:56,2026-02-05T15:24:58
GPROV0000935,CRM_B,CRM_B_P_PROV_00555_573,,2025-12-26T05:31:25,2026-02-05T15:24:58
GPROV0000936,CRM_A,CRM_A_P_PROV_00556_650,4444516981.0,2025-11-07T21:24:13,2026-02-05T15:24:59
GPROV0000936,CRM_B,CRM_B_P_PROV_00556_662,4444516981.0,2025-11-08T18:08:19,2026-02-05T15:24:59
GPROV0000937,CRM_A,CRM_A_P_PROV_00557_270,,2026-01-17T02:35:27,2026-02-05T15:24:59
GPROV0000938,CRM_B,CRM_B_P_PROV_00557_691,,2026-01-14T14:33:17,2026-02-05T15:24:59
GPROV0000939,CRM_A,CRM_A_P_PROV_00557_399,,2025-12-15T23:01:01,2026-02-05T15:24:59
GPROV0000940,CRM_A,CRM_A_P_PROV_00558_297,,2025-11-25T11:46:12,2026-02-05T15:24:59
GPROV0000941,CRM_B,CRM_B_P_PROV_00558_604,,2025-12-03T23:09:49,2026-02-05T15:24:59
GPROV0000942,CRM_A,CRM_A_P_PROV_00558_967,,2026-01-03T04:01:33,2026-02-05T15:24:59
GPROV0000943,CRM_A,CRM_A_P_PROV_00559_478,,2025-11-17T14:03:50,2026-02-05T15:24:59
GPROV0000944,CRM_B,CRM_B_P_PROV_00559_597,,2025-12-10T01:50:51,2026-02-05T15:24:59
GPROV0000945,CRM_A,CRM_A_P_PROV_00560_615,9495542235.0,2026-01-15T17:31:57,2026-02-05T15:24:59
GPROV0000945,CRM_B,CRM_B_P_PROV_00560_217,9495542235.0,2026-01-16T10:18:36,2026-02-05T15:24:59
GPROV0000946,CRM_A,CRM_A_P_PROV_00561_931,,2025-11-20T02:14:14,2026-02-05T15:25:00
GPROV0000947,CRM_B,CRM_B_P_PROV_00561_620,,2025-10-07T10:37:25,2026-02-05T15:25:00
GPROV0000948,CRM_A,CRM_A_P_PROV_00562_595,9256181725.0,2025-11-25T15:05:45,2026-02-05T15:25:00
GPROV0000948,CRM_B,CRM_B_P_PROV_00562_261,9256181725.0,2026-01-03T21:43:36,2026-02-05T15:25:00
GPROV0000949,CRM_B,CRM_B_P_PROV_00562_915,,2025-11-21T21:56:59,2026-02-05T15:25:00
GPROV0000950,CRM_A,CRM_A_P_PROV_00563_967,,2026-01-22T20:19:51,2026-02-05T15:25:00
GPROV0000951,CRM_B,CRM_B_P_PROV_00563_205,,2025-11-06T06:53:31,2026-02-05T15:25:00
GPROV0000952,CRM_A,CRM_A_P_PROV_00564_282,,2026-01-03T23:37:11,2026-02-05T15:25:00
GPROV0000953,CRM_B,CRM_B_P_PROV_00564_836,,2026-01-23T06:13:24,2026-02-05T15:25:00
GPROV0000954,CRM_A,CRM_A_P_PROV_00565_548,,2025-10-08T17:50:33,2026-02-05T15:25:00
GPROV0000955,CRM_B,CRM_B_P_PROV_00565_622,,2026-01-27T12:21:31,2026-02-05T15:25:00
GPROV0000956,CRM_B,CRM_B_P_PROV_00565_261,,2025-10-13T05:18:09,2026-02-05T15:25:01
GPROV0000957,CRM_A,CRM_A_P_PROV_00566_427,6804025676.0,2025-12-14T01:22:15,2026-02-05T15:25:01
GPROV0000958,CRM_B,CRM_B_P_PROV_00566_195,,2025-12-06T15:42:47,2026-02-05T15:25:01
GPROV0000959,CRM_A,CRM_A_P_PROV_00567_515,,2026-02-10T08:13:49,2026-02-05T15:25:01
GPROV0000960,CRM_B,CRM_B_P_PROV_00567_326,,2025-11-24T13:51:09,2026-02-05T15:25:01
GPROV0000961,CRM_A,CRM_A_P_PROV_00568_577,8542452431.0,2025-12-02T08:08:37,2026-02-05T15:25:01
GPROV0000962,CRM_B,CRM_B_P_PROV_00568_977,,2025-10-28T07:48:25,2026-02-05T15:25:01
GPROV0000963,CRM_A,CRM_A_P_PROV_00569_440,6934654971.0,2025-11-24T03:33:54,2026-02-05T15:25:01
GPROV0000964,CRM_B,CRM_B_P_PROV_00569_482,,2026-01-15T01:16:42,2026-02-05T15:25:01
GPROV0000965,CRM_A,CRM_A_P_PROV_00570_890,3029548895.0,2025-10-18T14:14:19,2026-02-05T15:25:02
GPROV0000965,CRM_B,CRM_B_P_PROV_00570_674,3029548895.0,2026-01-13T12:22:50,2026-02-05T15:25:02
GPROV0000966,CRM_A,CRM_A_P_PROV_00571_492,7790625760.0,2026-01-05T12:32:17,2026-02-05T15:25:02
GPROV0000966,CRM_B,CRM_B_P_PROV_00571_305,7790625760.0,2025-10-17T02:39:25,2026-02-05T15:25:02
GPROV0000967,CRM_A,CRM_A_P_PROV_00572_565,5922621459.0,2025-11-26T11:46:33,2026-02-05T15:25:02
GPROV0000967,CRM_B,CRM_B_P_PROV_00572_214,5922621459.0,2025-11-08T18:09:00,2026-02-05T15:25:02
GPROV0000968,CRM_A,CRM_A_P_PROV_00573_178,9919902664.0,2026-02-05T09:30:49,2026-02-05T15:25:02
GPROV0000968,CRM_B,CRM_B_P_PROV_00573_999,9919902664.0,2025-11-10T14:25:44,2026-02-05T15:25:02
GPROV0000969,CRM_A,CRM_A_P_PROV_00574_807,2557023069.0,2026-02-08T23:52:10,2026-02-05T15:25:02
GPROV0000969,CRM_B,CRM_B_P_PROV_00574_667,2557023069.0,2025-12-09T12:57:37,2026-02-05T15:25:02
GPROV0000970,CRM_A,CRM_A_P_PROV_00575_511,3162013062.0,2025-11-14T19:36:38,2026-02-05T15:25:02
GPROV0000970,CRM_B,CRM_B_P_PROV_00575_620,3162013062.0,2025-12-24T00:07:55,2026-02-05T15:25:02
GPROV0000970,CRM_B,CRM_B_P_PROV_00575_447,3162013062.0,2025-10-13T22:12:06,2026-02-05T15:25:02
GPROV0000971,CRM_A,CRM_A_P_PROV_00576_773,2557220130.0,2025-11-14T05:05:23,2026-02-05T15:25:02
GPROV0000971,CRM_B,CRM_B_P_PROV_00576_818,2557220130.0,2026-01-23T08:59:45,2026-02-05T15:25:02
GPROV0000972,CRM_A,CRM_A_P_PROV_00577_176,3981756317.0,2025-10-14T18:57:57,2026-02-05T15:25:02
GPROV0000972,CRM_B,CRM_B_P_PROV_00577_636,3981756317.0,2025-12-22T03:21:02,2026-02-05T15:25:02
GPROV0000973,CRM_A,CRM_A_P_PROV_00578_736,1463072131.0,2026-01-23T22:04:47,2026-02-05T15:25:02
GPROV0000974,CRM_B,CRM_B_P_PROV_00578_982,,2025-12-17T23:47:37,2026-02-05T15:25:02
GPROV0000975,CRM_A,CRM_A_P_PROV_00579_478,4870516577.0,2025-11-04T14:30:05,2026-02-05T15:25:03
GPROV0000975,CRM_B,CRM_B_P_PROV_00579_123,4870516577.0,2026-01-23T16:16:20,2026-02-05T15:25:03
GPROV0000976,CRM_A,CRM_A_P_PROV_00580_683,1293505358.0,2025-11-04T21:52:11,2026-02-05T15:25:03
GPROV0000977,CRM_B,CRM_B_P_PROV_00580_967,,2025-10-29T19:19:50,2026-02-05T15:25:03
GPROV0000978,CRM_B,CRM_B_P_PROV_00580_785,,2026-01-23T16:02:09,2026-02-05T15:25:03
GPROV0000979,CRM_A,CRM_A_P_PROV_00581_863,,2026-01-10T04:08:52,2026-02-05T15:25:03
GPROV0000980,CRM_B,CRM_B_P_PROV_00581_960,,2025-11-15T13:47:24,2026-02-05T15:25:03
GPROV0000981,CRM_A,CRM_A_P_PROV_00582_227,3208691233.0,2026-01-06T03:24:03,2026-02-05T15:25:03
GPROV0000981,CRM_B,CRM_B_P_PROV_00582_242,3208691233.0,2025-12-11T18:00:51,2026-02-05T15:25:03
GPROV0000982,CRM_A,CRM_A_P_PROV_00583_360,1174412453.0,2025-10-31T17:37:18,2026-02-05T15:25:03
GPROV0000982,CRM_B,CRM_B_P_PROV_00583_264,1174412453.0,2025-11-25T22:45:58,2026-02-05T15:25:03
GPROV0000983,CRM_A,CRM_A_P_PROV_00584_118,,2025-10-22T19:04:16,2026-02-05T15:25:03
GPROV0000984,CRM_B,CRM_B_P_PROV_00584_866,,2026-02-02T19:05:46,2026-02-05T15:25:04
GPROV0000985,CRM_A,CRM_A_P_PROV_00585_782,3905625550.0,2025-12-08T15:49:50,2026-02-05T15:25:04
GPROV0000986,CRM_B,CRM_B_P_PROV_00585_946,,2026-01-05T19:27:13,2026-02-05T15:25:04
GPROV0000987,CRM_A,CRM_A_P_PROV_00586_977,8894618608.0,2025-11-01T08:24:45,2026-02-05T15:25:04
GPROV0000987,CRM_B,CRM_B_P_PROV_00586_829,8894618608.0,2025-10-31T22:04:25,2026-02-05T15:25:04
GPROV0000988,CRM_A,CRM_A_P_PROV_00587_356,,2026-01-14T23:54:05,2026-02-05T15:25:04
GPROV0000989,CRM_B,CRM_B_P_PROV_00587_292,,2025-11-14T15:53:09,2026-02-05T15:25:04
GPROV0000990,CRM_A,CRM_A_P_PROV_00588_705,3135774649.0,2026-01-05T18:46:13,2026-02-05T15:25:04
GPROV0000991,CRM_B,CRM_B_P_PROV_00588_790,,2025-12-20T07:43:21,2026-02-05T15:25:04
GPROV0000992,CRM_A,CRM_A_P_PROV_00589_291,5950966235.0,2025-11-23T04:58:56,2026-02-05T15:25:04
GPROV0000992,CRM_B,CRM_B_P_PROV_00589_890,5950966235.0,2025-10-14T02:33:16,2026-02-05T15:25:04
GPROV0000993,CRM_B,CRM_B_P_PROV_00589_600,,2025-11-05T04:30:24,2026-02-05T15:25:05
GPROV0000994,CRM_A,CRM_A_P_PROV_00590_157,3347715190.0,2025-11-10T02:19:42,2026-02-05T15:25:05
GPROV0000994,CRM_B,CRM_B_P_PROV_00590_233,3347715190.0,2025-12-23T15:10:13,2026-02-05T15:25:05
GPROV0000994,CRM_B,CRM_B_P_PROV_00590_585,3347715190.0,2025-11-06T00:27:32,2026-02-05T15:25:05
GPROV0000995,CRM_A,CRM_A_P_PROV_00591_632,8642389509.0,2025-11-16T07:29:28,2026-02-05T15:25:05
GPROV0000996,CRM_A,CRM_A_P_PROV_00592_180,7312821876.0,2026-01-08T08:52:28,2026-02-05T15:25:05
GPROV0000997,CRM_B,CRM_B_P_PROV_00592_277,,2025-11-01T08:00:07,2026-02-05T15:25:05
GPROV0000998,CRM_A,CRM_A_P_PROV_00593_571,3536021086.0,2026-01-29T20:46:33,2026-02-05T15:25:05
GPROV0000998,CRM_B,CRM_B_P_PROV_00593_998,3536021086.0,2025-11-24T01:18:03,2026-02-05T15:25:05
GPROV0000999,CRM_A,CRM_A_P_PROV_00594_257,,2026-02-14T06:31:44,2026-02-05T15:25:05
GPROV0001000,CRM_B,CRM_B_P_PROV_00594_710,,2025-12-14T08:48:12,2026-02-05T15:25:05
GPROV0001001,CRM_A,CRM_A_P_PROV_00595_210,3954899995.0,2026-01-04T06:10:25,2026-02-05T15:25:05
GPROV0001001,CRM_B,CRM_B_P_PROV_00595_779,3954899995.0,2025-10-25T23:26:49,2026-02-05T15:25:05
GPROV0001002,CRM_B,CRM_B_P_PROV_00595_978,,2026-01-13T06:20:38,2026-02-05T15:25:06
GPROV0001003,CRM_A,CRM_A_P_PROV_00596_533,6654385989.0,2025-11-04T02:30:30,2026-02-05T15:25:06
GPROV0001004,CRM_B,CRM_B_P_PROV_00596_227,,2026-01-21T07:19:54,2026-02-05T15:25:06
GPROV0001005,CRM_A,CRM_A_P_PROV_00597_310,7935632899.0,2026-01-20T00:11:57,2026-02-05T15:25:06
GPROV0001006,CRM_B,CRM_B_P_PROV_00597_497,,2025-10-22T19:13:17,2026-02-05T15:25:06
GPROV0001007,CRM_A,CRM_A_P_PROV_00598_430,,2025-11-13T11:46:03,2026-02-05T15:25:06
GPROV0001008,CRM_B,CRM_B_P_PROV_00598_176,,2025-12-06T06:34:35,2026-02-05T15:25:06
GPROV0001009,CRM_A,CRM_A_P_PROV_00599_187,9919193627.0,2026-01-25T05:23:19,2026-02-05T15:25:06
GPROV0001010,CRM_A,CRM_A_P_PROV_00600_503,3351762983.0,2025-11-28T22:40:29,2026-02-05T15:25:07
GPROV0001010,CRM_B,CRM_B_P_PROV_00600_570,3351762983.0,2025-11-01T20:40:37,2026-02-05T15:25:07
GPROV0001010,CRM_B,CRM_B_P_PROV_00600_323,3351762983.0,2025-11-02T22:07:18,2026-02-05T15:25:07
GPROV0001011,CRM_A,CRM_A_P_PROV_00601_471,,2025-10-23T03:06:06,2026-02-05T15:25:07
GPROV0001012,CRM_B,CRM_B_P_PROV_00601_280,,2026-01-28T05:46:53,2026-02-05T15:25:07
GPROV0001013,CRM_A,CRM_A_P_PROV_00602_961,8582893964.0,2025-11-20T13:07:28,2026-02-05T15:25:07
GPROV0001013,CRM_B,CRM_B_P_PROV_00602_786,8582893964.0,2025-11-12T09:12:58,2026-02-05T15:25:07
GPROV0001014,CRM_A,CRM_A_P_PROV_00603_361,,2026-01-22T07:53:12,2026-02-05T15:25:07
GPROV0001015,CRM_B,CRM_B_P_PROV_00603_163,,2026-01-08T23:21:23,2026-02-05T15:25:07
GPROV0001016,CRM_A,CRM_A_P_PROV_00604_155,9552538757.0,2026-01-17T19:39:24,2026-02-05T15:25:07
GPROV0001016,CRM_B,CRM_B_P_PROV_00604_210,9552538757.0,2025-10-20T05:42:03,2026-02-05T15:25:07
GPROV0001017,CRM_A,CRM_A_P_PROV_00605_804,,2025-10-30T16:50:34,2026-02-05T15:25:07
GPROV0001018,CRM_B,CRM_B_P_PROV_00605_594,,2025-12-20T18:07:43,2026-02-05T15:25:08
GPROV0001019,CRM_A,CRM_A_P_PROV_00606_709,,2025-10-14T18:00:57,2026-02-05T15:25:08
GPROV0001020,CRM_B,CRM_B_P_PROV_00606_585,,2025-11-22T22:36:46,2026-02-05T15:25:08
GPROV0001021,CRM_A,CRM_A_P_PROV_00607_198,7550942419.0,2025-10-29T01:55:28,2026-02-05T15:25:08
GPROV0001022,CRM_B,CRM_B_P_PROV_00607_231,,2026-01-22T16:14:00,2026-02-05T15:25:08
GPROV0001023,CRM_A,CRM_A_P_PROV_00608_530,,2026-01-11T06:48:36,2026-02-05T15:25:08
GPROV0001024,CRM_B,CRM_B_P_PROV_00608_169,,2026-01-18T01:50:17,2026-02-05T15:25:08
GPROV0001025,CRM_A,CRM_A_P_PROV_00609_461,7586203381.0,2025-12-19T21:39:33,2026-02-05T15:25:09
GPROV0001025,CRM_B,CRM_B_P_PROV_00609_430,7586203381.0,2025-11-08T04:02:57,2026-02-05T15:25:09
GPROV0001026,CRM_A,CRM_A_P_PROV_00610_886,,2025-10-20T08:02:25,2026-02-05T15:25:09
GPROV0001027,CRM_B,CRM_B_P_PROV_00610_974,,2026-01-17T04:10:52,2026-02-05T15:25:09
GPROV0001028,CRM_A,CRM_A_P_PROV_00611_764,,2026-01-07T16:53:53,2026-02-05T15:25:09
GPROV0001029,CRM_B,CRM_B_P_PROV_00611_632,,2025-12-08T18:27:49,2026-02-05T15:25:09
GPROV0001030,CRM_B,CRM_B_P_PROV_00611_659,,2026-01-29T04:47:39,2026-02-05T15:25:09
GPROV0001031,CRM_A,CRM_A_P_PROV_00611_459,,2025-11-02T12:39:09,2026-02-05T15:25:09
GPROV0001032,CRM_A,CRM_A_P_PROV_00612_427,,2025-12-23T04:11:23,2026-02-05T15:25:09
GPROV0001033,CRM_B,CRM_B_P_PROV_00612_359,,2025-12-04T14:29:28,2026-02-05T15:25:10
GPROV0001034,CRM_B,CRM_B_P_PROV_00612_881,,2025-12-29T09:48:24,2026-02-05T15:25:10
GPROV0001035,CRM_A,CRM_A_P_PROV_00613_518,5440488015.0,2025-11-10T07:47:03,2026-02-05T15:25:10
GPROV0001036,CRM_A,CRM_A_P_PROV_00614_274,,2025-10-30T18:34:21,2026-02-05T15:25:10
GPROV0001037,CRM_B,CRM_B_P_PROV_00614_151,,2025-12-30T12:33:12,2026-02-05T15:25:10
GPROV0001038,CRM_B,CRM_B_P_PROV_00614_677,,2025-10-17T00:35:51,2026-02-05T15:25:10
GPROV0001039,CRM_A,CRM_A_P_PROV_00615_486,3753498424.0,2025-12-04T06:13:59,2026-02-05T15:25:10
GPROV0001039,CRM_B,CRM_B_P_PROV_00615_728,3753498424.0,2025-12-20T16:29:39,2026-02-05T15:25:10
GPROV0001039,CRM_B,CRM_B_P_PROV_00615_215,3753498424.0,2026-01-21T15:02:48,2026-02-05T15:25:10
GPROV0001040,CRM_A,CRM_A_P_PROV_00616_840,,2026-01-02T14:20:51,2026-02-05T15:25:11
GPROV0001041,CRM_B,CRM_B_P_PROV_00616_755,,2026-01-05T07:59:20,2026-02-05T15:25:11
GPROV0001042,CRM_A,CRM_A_P_PROV_00617_492,2578828127.0,2026-01-11T05:11:56,2026-02-05T15:25:11
GPROV0001042,CRM_B,CRM_B_P_PROV_00617_706,2578828127.0,2025-12-19T06:00:57,2026-02-05T15:25:11
GPROV0001042,CRM_A,CRM_A_P_PROV_00617_141,2578828127.0,2026-01-19T17:08:04,2026-02-05T15:25:11
GPROV0001043,CRM_A,CRM_A_P_PROV_00618_459,4894868679.0,2026-01-03T02:30:20,2026-02-05T15:25:11
GPROV0001043,CRM_B,CRM_B_P_PROV_00618_289,4894868679.0,2025-12-31T12:55:43,2026-02-05T15:25:11
GPROV0001044,CRM_B,CRM_B_P_PROV_00618_893,,2025-10-07T21:56:35,2026-02-05T15:25:11
GPROV0001045,CRM_A,CRM_A_P_PROV_00619_477,,2025-10-15T16:52:00,2026-02-05T15:25:11
GPROV0001046,CRM_B,CRM_B_P_PROV_00619_847,,2025-12-02T17:11:20,2026-02-05T15:25:11
GPROV0001047,CRM_A,CRM_A_P_PROV_00620_600,,2025-10-27T23:57:14,2026-02-05T15:25:11
GPROV0001048,CRM_B,CRM_B_P_PROV_00620_972,,2026-01-11T07:01:29,2026-02-05T15:25:11
GPROV0001049,CRM_A,CRM_A_P_PROV_00620_842,,2025-12-24T15:57:57,2026-02-05T15:25:12
GPROV0001050,CRM_A,CRM_A_P_PROV_00621_610,3908503113.0,2025-11-24T05:46:14,2026-02-05T15:25:12
GPROV0001050,CRM_B,CRM_B_P_PROV_00621_260,3908503113.0,2025-11-20T09:24:13,2026-02-05T15:25:12
GPROV0001051,CRM_A,CRM_A_P_PROV_00622_117,2967799880.0,2025-11-03T22:58:01,2026-02-05T15:25:12
GPROV0001052,CRM_A,CRM_A_P_PROV_00623_559,1252339280.0,2025-11-12T18:35:05,2026-02-05T15:25:12
GPROV0001053,CRM_B,CRM_B_P_PROV_00623_698,,2025-12-26T16:33:20,2026-02-05T15:25:12
GPROV0001054,CRM_A,CRM_A_P_PROV_00624_423,9766565058.0,2025-11-24T07:51:13,2026-02-05T15:25:12
GPROV0001054,CRM_B,CRM_B_P_PROV_00624_411,9766565058.0,2025-11-11T05:43:24,2026-02-05T15:25:12
GPROV0001055,CRM_A,CRM_A_P_PROV_00625_807,2345482726.0,2025-11-05T12:28:23,2026-02-05T15:25:12
GPROV0001055,CRM_B,CRM_B_P_PROV_00625_858,2345482726.0,2026-01-31T07:26:53,2026-02-05T15:25:12
GPROV0001055,CRM_B,CRM_B_P_PROV_00625_660,2345482726.0,2025-12-26T09:49:34,2026-02-05T15:25:12
GPROV0001056,CRM_A,CRM_A_P_PROV_00626_441,,2026-02-17T17:17:19,2026-02-05T15:25:12
GPROV0001057,CRM_B,CRM_B_P_PROV_00626_274,,2025-11-04T03:04:36,2026-02-05T15:25:12
GPROV0001058,CRM_B,CRM_B_P_PROV_00626_320,,2025-12-19T04:38:07,2026-02-05T15:25:13
GPROV0001059,CRM_A,CRM_A_P_PROV_00626_897,,2025-11-22T05:41:07,2026-02-05T15:25:13
GPROV0001060,CRM_A,CRM_A_P_PROV_00627_648,2889740931.0,2026-01-26T08:32:33,2026-02-05T15:25:13
GPROV0001060,CRM_B,CRM_B_P_PROV_00627_852,2889740931.0,2025-12-09T15:05:29,2026-02-05T15:25:13
GPROV0001061,CRM_A,CRM_A_P_PROV_00628_426,7703819127.0,2025-12-29T20:17:56,2026-02-05T15:25:13
GPROV0001061,CRM_A,CRM_A_P_PROV_00628_400,7703819127.0,2025-10-11T23:57:58,2026-02-05T15:25:13
