source_system,provider_id_source,npi,first_name,last_name,gender,specialty,email,phone,address_line1,city,state,postal_code,country,updated_at,record_status,email_raw,phone_raw,address_raw,postal_raw
CRM_A,CRM_A_P_PROV_00152_490,,Azaan,Khurana,U,Neurology,vrinda97@example.org,9855241406,933 jhaveri ganj,Alappuzha,TN,659392,IN,2025-10-10T04:54:15,Active,vrinda97@example.org,9855241406,"933, Jhaveri Ganj",659392
CRM_B,CRM_B_P_PROV_00152_879,,Azaan,Khurana,U,Neurology,vrinda97@example.org,9855241406,933 jhaveri ganj,Alappuzha,TN,659392,IN,2025-11-19T04:48:26,Active,vrinda97@example.org,9855241406,"933, Jhaveri Ganj",659392
CRM_A,CRM_A_P_PROV_00153_809,4709911999.0,Yochana,Bahri,U,Dermatology,somkevin@example.net,,03/49 maharaj road,Gandhinagar,CT,44688,US,2025-11-28T05:41:54,Active,somkevin@example.net,,"03/49, Maharaj Road",44688
CRM_B,CRM_B_P_PROV_00153_653,4709911999.0,Yochana,Bahri,U,Dermatology,somkevin@example.net,,03/49 maharaj road,Gandhinagar,CT,44688,US,2026-01-14T01:29:49,Active,somkevin@example.net,,03/49 Maharaj Road,44688
CRM_A,CRM_A_P_PROV_00154_314,,Ikshita,Sharaf,F,Gastroenterology,,3748969108,99/44 subramaniam zila,Naihati,MH,773088,IN,2025-10-17T07:11:58,Active,,3748969108,"99/44
Subramaniam Zila",773088
CRM_B,CRM_B_P_PROV_00154_658,,Ikshita,Sharaf,F,Gastroenterology,,3748969108,99/44 subramaniam zila,Naihati,MH,773088,IN,2025-12-10T06:27:42,Active,,(374) 896-9108,"99/44
Subramaniam Zila",773088
CRM_B,CRM_B_P_PROV_00154_129,,I.,Sharaf,F,Gastroenterology,,3748969108,99/44 subramaniam zila,Naihati,MH,773088,IN,2025-12-07T10:10:07,Active,,374.896.9108,"99/44
Subramaniam Zila",773088
CRM_A,CRM_A_P_PROV_00155_548,7080049102.0,Aradhana,Nair,F,Cardiology,advika43@example.org,3096520744,60 gupta,Korba,NC,51853,US,2025-12-13T07:36:57,Active,advika43@example.org,309 652 0744,"60
Gupta",51853
CRM_A,CRM_A_P_PROV_00156_372,,Vamakshi,Parmer,U,Orthopedics,,7248251353,55 menon road,Kochi,TS,228473,IN,2025-11-28T15:40:20,Active,,7248251353,"55
Menon Road",228473
CRM_B,CRM_B_P_PROV_00156_277,,Vamakshi,Parmer,U,Orthopedics,onkar82@example.com,7248251353,55 menon road,Kochi,TS,228473,IN,2025-12-23T08:28:24,Active,onkar82@example.com,7248251353,"55
Menon Road",228473
CRM_A,CRM_A_P_PROV_00157_971,,Upma,Bera,M,Endocrinology,sodhirobert@example.net,,68/460 devan street,Tiruvottiyur,CO,52917,US,2025-11-13T19:15:30,Active,sodhirobert@example.net,,"68/460, Devan Street",52917
CRM_B,CRM_B_P_PROV_00157_162,,Upma,Bera,M,Endocrinology,sodhirobert@example.net,,68/460 devan street,Tiruvottiyur,CO,52917,US,2025-12-06T16:00:30,Active,sodhirobert@example.net,,"68/460, Devan Street",52917
CRM_A,CRM_A_P_PROV_00158_785,6620138568.0,Nimrat,Shankar,U,Gastroenterology,diyagole@example.org,,h.no. 25 agrawal nagar,Panipat,CT,41552,US,2025-11-17T07:07:34,Active,diyagole@example.org,,"H.No. 25
Agrawal Nagar",41552
CRM_B,CRM_B_P_PROV_00158_142,6620138568.0,Nimrat,Shankar,U,Gastroenterology,diyagole@example.org,,h.no. 25 agrawal nagar,Panipat,CT,41552,US,2026-01-15T14:41:19,Active,diyagole@example.org,,"H.No. 25
Agrawal Nagar",41552
CRM_A,CRM_A_P_PROV_00159_633,,Shaurya,Ganguly,M,Pulmonology,vrishtichakrabarti@example.org,6666760083,h.no. 583 agrawal nagar,Kamarhati,AK,24089,US,2026-01-06T11:29:56,Inactive,vrishtichakrabarti@example.org,6666760083,"H.No. 583
Agrawal Nagar",24089
CRM_B,CRM_B_P_PROV_00159_139,,Shaurya,Ganguly,M,Pulmonology,vrishtichakrabarti@example.org,6666760083,h.no. 583 agrawal nagar,Kamarhati,AK,24089,US,2025-12-08T00:19:09,Inactive,vrishtichakrabarti@example.org,6666760083,"H.No. 583
Agrawal Nagar",24089
CRM_B,CRM_B_P_PROV_00159_509,,Shaurya,Ganguly,M,Pulmonology,,6666760083,h.no. 583 agrawal nagar,Kamarhati,AK,24089,US,2025-10-27T13:33:47,Inactive,vrishtichakrabarti@exampleorg,6666760083,"H.No. 583
Agrawal Nagar",24089
CRM_A,CRM_A_P_PROV_00160_404,9809655189.0,Hemangini,Muni,M,General Medicine,harshilrajagopal@example.net,4210447898,25 parmer chowk,Dehradun,IL,60639,US,2025-10-20T11:27:33,Inactive,harshilrajagopal@example.net,4210447898,"25
Parmer Chowk",60639
CRM_A,CRM_A_P_PROV_00161_312,,Netra,Bahl,U,Psychiatry,udarshdeep@example.org,0982150648,01/00 saha zila,Nadiad,TN,201377,IN,2025-12-11T05:46:21,Inactive,udarshdeep@example.org,(098) 215-0648,"01/00, Saha Zila",201377
CRM_B,CRM_B_P_PROV_00161_129,,Netra,Bahl,U,Psychiatry,udarshdeep@example.org,0982150648,01/00 saha zila,Nadiad,TN,201377,IN,2025-12-07T08:01:16,Inactive,udarshdeep@example.org,098 215 0648,"01/00, Saha Zila",201377
CRM_A,CRM_A_P_PROV_00162_696,7481631841.0,Jatin,Krishnan,M,Dermatology,ndua@example.net,0461849926,91/41 tank zila,Narasaraopet,MD,53652,US,2026-01-15T01:34:02,Inactive,ndua@example.net,046.184.9926,"91/41, Tank Zila",53652
CRM_B,CRM_B_P_PROV_00162_330,,Jatin,Krishnan,M,Pediatrics,,0461849926,91/41 tank zila,Narasaraopet,MD,53652,US,2025-10-07T22:14:20,Inactive,nduaexample.net,0461849926,91/41 Tank Zila,53652
CRM_A,CRM_A_P_PROV_00163_347,7928074841.0,Ryan,Lall,U,Dermatology,ishitarout@example.com,,h.no. 873 narayanan chowk,Delhi,CO,49221,US,2026-01-07T02:59:19,Active,ishitarout@example.com,,"H.No. 873, Narayanan Chowk",49221
CRM_B,CRM_B_P_PROV_00163_661,7928074841.0,Ryan,Lall,U,Dermatology,,,h.no. 873 narayanan chowk,Delhi,CO,49221,US,2026-01-29T12:17:22,Active,,,"H.No. 873, Narayanan Chowk",49221
CRM_A,CRM_A_P_PROV_00164_311,4503614567.0,Agastya,Chakraborty,U,Pulmonology,,1143744701,h.no. 455 d’alia marg,Ranchi,PA,86507,US,2026-02-08T19:41:55,Active,takmanthanexample.org,1143744701,"H.No. 455, D’Alia Marg",86507
CRM_B,CRM_B_P_PROV_00164_490,,Agastya,Chakraborty,U,Pulmonology,takmanthan@example.org,1143744701,h.no. 455 d’alia marg,Ranchi,PA,86507,US,2026-01-26T12:21:05,Active,takmanthan@example.org,1143744701,"H.No. 455, D’Alia Marg",86507
CRM_A,CRM_A_P_PROV_00165_695,,Aditya,Devi,U,Cardiology,falguniparmar@example.com,4155216674,76/212 dutta nagar,Erode,UP,787436,IN,2025-12-19T07:06:42,Active,falguniparmar@example.com,415.521.6674,"76/212
Dutta Nagar",787436
CRM_B,CRM_B_P_PROV_00165_496,,Aditya,Devi,U,Cardiology,,4155216674,76/212 dutta nagar,Erode,UP,787436,IN,2026-01-05T01:02:57,Active,,4155216674,"76/212
Dutta Nagar",787436
CRM_A,CRM_A_P_PROV_00166_176,2632905061.0,Vasudha,Sarma,U,Psychiatry,ladliparmer@example.net,2771670145,89/935 virk circle,Bhiwani,VA,24404,US,2026-01-06T05:14:43,Active,ladliparmer@example.net,2771670145,"89/935, Virk Circle",24404
CRM_B,CRM_B_P_PROV_00166_564,2632905061.0,Vasudha,Sarma,U,Psychiatry,,2771670145,89/935 virk circle,Bhiwani,VA,24404,US,2025-10-08T21:42:39,Active,ladliparmer@examplenet,2771670145,"89/935, Virk Circle",24404
CRM_A,CRM_A_P_PROV_00167_503,9248574674.0,Yuvraj,Subramaniam,M,Pediatrics,lekha28@example.net,0287721753,h.no. 08 radhakrishnan ganj,Noida,MD,28098,US,2025-11-16T05:43:49,Active,lekha28@example.net,0287721753,"H.No. 08
Radhakrishnan Ganj",28098-9498
CRM_B,CRM_B_P_PROV_00167_252,9248574674.0,Yuvraj,Subramaniam,M,Pediatrics,lekha28@example.net,0287721753,h.no. 08 radhakrishnan ganj,Noida,MD,28098,US,2025-12-29T12:19:07,Active,lekha28@example.net,(028) 772-1753,"H.No. 08
Radhakrishnan Ganj",28098-9498
CRM_A,CRM_A_P_PROV_00168_883,7584730597.0,Farhan,Sharaf,M,Dermatology,,5170166088,h.no. 994 jhaveri circle,Mau,OH,99226,US,2026-01-18T06:42:53,Active,fsem@examplecom,+1-517-016-6088,"H.No. 994, Jhaveri Circle",99226
CRM_B,CRM_B_P_PROV_00168_840,7584730597.0,Farhan,Sharaf,M,Dermatology,fsem@example.com,5170166088,h.no. 994 jhaveri circle,Mau,OH,99226,US,2026-01-05T17:41:02,Active,fsem@example.com,5170166088,"H.No. 994, Jhaveri Circle",99226
CRM_A,CRM_A_P_PROV_00168_696,7584730597.0,Farhan,Sharaf,M,Dermatology,fsem@example.com,5170166088,h.no. 994 jhaveri circle,Mau,OH,99226,US,2026-01-04T13:33:15,Active,fsem@example.com,5170166088,"H.No. 994, Jhaveri Circle",99226
CRM_A,CRM_A_P_PROV_00169_280,9513743139.0,Januja,Bhagat,M,Orthopedics,suhaninarula@example.net,9757113055,85/10 tailor street,Alappuzha,FL,74094,US,2025-11-16T23:09:16,Active,suhaninarula@example.net,9757113055,"85/10
Tailor Street",74094
CRM_B,CRM_B_P_PROV_00169_722,9513743139.0,J.,Bhagat,M,Orthopedics,suhaninarula@example.net,9757113055,85/10 tailor street,Alappuzha,FL,74094,US,2025-12-30T06:32:15,Active,suhaninarula@example.net,975 711 3055,"85/10
Tailor Street",74094
CRM_A,CRM_A_P_PROV_00169_666,9513743139.0,Januja,Bhagat,M,Orthopedics,suhaninarula@example.net,9757113055,85/10 tailor street,Alappuzha,FL,74094,US,2025-12-27T12:56:39,Active,suhaninarula@example.net,+1-975-711-3055,"85/10
Tailor Street",74094
CRM_A,CRM_A_P_PROV_00170_847,7627954353.0,Hredhaan,Kumar,U,Neurology,,3316373516,91/779 desai circle,Kolkata,TX,29198,US,2026-01-09T12:56:24,Active,,3316373516,"91/779, Desai Circle",29198
CRM_B,CRM_B_P_PROV_00170_525,7627954353.0,Hredhaan,Kumar,U,Neurology,,3316373516,91/779 desai circle,Kolkata,TX,29198,US,2025-12-12T04:02:48,Active,,3316373516,91/779 Desai Circle,29198
CRM_A,CRM_A_P_PROV_00171_254,3057629778.0,Chanakya,Sant,M,Psychiatry,xtrivedi@example.org,9221699586,34/65 sethi road,Durgapur,AZ,45601,US,2026-01-19T19:44:05,Active,xtrivedi@example.org,9221699586,"34/65
Sethi Road",45601
CRM_B,CRM_B_P_PROV_00171_673,,Chanakya,Sant,M,Psychiatry,xtrivedi@example.org,9221699586,34/65 sethi road,Durgapur,AZ,45601,US,2025-10-18T12:50:28,Active,xtrivedi@example.org,9221699586,"34/65
Sethi Road",45601
CRM_A,CRM_A_P_PROV_00172_640,,Nitara,Vala,F,Psychiatry,dipta83@example.org,9452288515,96/84 arya marg,Nagpur,VA,53292,US,2025-12-09T22:06:36,Inactive,dipta83@example.org,945 228 8515,"96/84
Arya Marg",53292
CRM_B,CRM_B_P_PROV_00172_989,,Nitara,Vala,F,Psychiatry,,9452288515,96/84 arya marg,Nagpur,VA,53292,US,2025-11-10T02:59:46,Inactive,,(945) 228-8515,"96/84
Arya Marg",53292
CRM_A,CRM_A_P_PROV_00173_675,7338081696.0,Lakshmi,Dhillon,F,Endocrinology,bhallaryan@example.com,4420438057,83/86 vaidya ganj,Nashik,,47409,US,2026-02-08T16:03:29,Active,bhallaryan@example.com,4420438057,"83/86, Vaidya Ganj",47409
CRM_B,CRM_B_P_PROV_00173_595,7338081696.0,Lakshmi,Dhillon,F,Endocrinology,bhallaryan@example.com,4420438057,83/86 vaidya ganj,Nashik,,47409,US,2025-11-05T21:26:16,Active,bhallaryan@example.com,442.043.8057,"83/86, Vaidya Ganj",47409
CRM_A,CRM_A_P_PROV_00174_618,,Lakshmi,Ram,F,Orthopedics,jmunshi@example.org,4397359893,h.no. 72 grover zila,Kottayam,KA,139110,IN,2025-10-15T03:27:09,Active,jmunshi@example.org,+1-439-735-9893,"H.No. 72, Grover Zila",139110
CRM_B,CRM_B_P_PROV_00174_378,,Lakshmi,Ram,F,Orthopedics,jmunshi@example.org,4397359893,h.no. 72 grover zila,Kottayam,KA,139110,IN,2026-02-02T14:53:28,Active,jmunshi@example.org,+1-439-735-9893,"H.No. 72, Grover Zila",139110
CRM_A,CRM_A_P_PROV_00175_178,,Jagdish,Purohit,F,Endocrinology,sanghaarya@example.net,2294057202,09/47 parmar,Ratlam,CT,47941,US,2026-01-03T08:18:24,Active,sanghaarya@example.net,2294057202,"09/47
Parmar",47941
CRM_B,CRM_B_P_PROV_00175_331,,Jagdish,Purohit,F,Endocrinology,sanghaarya@example.net,2294057202,09/47 parmar,Ratlam,CT,47941,US,2025-12-08T18:25:20,Active,sanghaarya@example.net,+1-229-405-7202,"09/47
Parmar",47941
CRM_B,CRM_B_P_PROV_00175_973,,Jagdish,Purohit,F,Endocrinology,sanghaarya@example.net,2294057202,09/47 parmar,Ratlam,CT,47941,US,2026-01-24T00:12:25,Active,sanghaarya@example.net,2294057202,09/47 Parmar,47941
CRM_A,CRM_A_P_PROV_00176_806,7546898241.0,Thomas,Gour,M,Neurology,,1826886153,55/543 wali,Kishanganj,VA,45761,US,2026-01-28T12:28:19,Active,,1826886153,"55/543, Wali",45761
CRM_B,CRM_B_P_PROV_00176_161,7546898241.0,Thomas,Gour,M,Neurology,,1826886153,55/543 wali,Kishanganj,VA,45761,US,2025-12-18T16:27:55,Active,,1826886153,"55/543, Wali",45761
CRM_A,CRM_A_P_PROV_00177_983,,Aditya,Contractor,M,Psychiatry,,0561648408,87/70 hans road,Kottayam,TN,872399,IN,2025-12-08T13:43:44,Active,,056.164.8408,"87/70
Hans Road",872399
CRM_B,CRM_B_P_PROV_00177_938,,Aditya,Contractor,M,Psychiatry,,0561648408,87/70 hans road,Kottayam,TN,872399,IN,2025-12-26T04:55:07,Active,,056.164.8408,"87/70
Hans Road",872399
CRM_A,CRM_A_P_PROV_00178_672,,Fitan,Char,F,Dermatology,abhimanyubhatti@example.org,3613861207,h.no. 110 krishnamurthy street,Ramgarh,DL,525187,IN,2025-10-18T21:33:55,Inactive,abhimanyubhatti@example.org,3613861207,"H.No. 110
Krishnamurthy Street",525187
CRM_B,CRM_B_P_PROV_00178_810,,Fitan,Char,F,Dermatology,abhimanyubhatti@example.org,3613861207,h.no. 110 krishnamurthy street,Ramgarh,DL,525187,IN,2025-10-15T04:14:03,Inactive,abhimanyubhatti@example.org,361 386 1207,"H.No. 110
Krishnamurthy Street",525187
CRM_A,CRM_A_P_PROV_00179_275,,Vedant,Kuruvilla,F,Dermatology,crama@example.net,,50 dani marg,Tadipatri,AZ,60275,US,2026-01-11T01:16:22,Inactive,crama@example.net,,"50
Dani Marg",60275-4858
CRM_B,CRM_B_P_PROV_00179_654,,Vedant,Kuruvilla,F,Dermatology,crama@example.net,,50 dani marg,Tadipatri,AZ,60275,US,2025-10-19T12:07:25,Inactive,crama@example.net,,"50
Dani Marg",60275-4858
CRM_A,CRM_A_P_PROV_00180_316,,Dev,Bath,U,Pulmonology,,4914766072,684 misra street,Hyderabad,TN,826420,IN,2025-12-26T13:58:07,Active,,4914766072,"684, Misra Street",826420
CRM_B,CRM_B_P_PROV_00180_674,,D.,Bath,U,Pulmonology,parmaryadavi@example.org,4914766072,684 misra street,Hyderabad,TN,826420,IN,2025-12-03T04:11:59,Active,parmaryadavi@example.org,+1-491-476-6072,684 Misra Street,826420
CRM_A,CRM_A_P_PROV_00181_961,8601409432.0,Lohit,Dasgupta,F,Endocrinology,ahluwaliameera@example.net,1435368222,43/12 bhagat,Jamalpur,CA,58174,US,2025-12-22T16:50:28,Active,ahluwaliameera@example.net,1435368222,"43/12, Bhagat",58174
CRM_B,CRM_B_P_PROV_00181_541,8601409432.0,Lohit,Dasgupta,F,Endocrinology,ahluwaliameera@example.net,1435368222,43/12 bhagat,Jamalpur,CA,58174,US,2025-12-31T05:07:28,Active,ahluwaliameera@example.net,(143) 536-8222,"43/12, Bhagat",58174
CRM_A,CRM_A_P_PROV_00182_885,9215400091.0,Elijah,Mannan,M,Pulmonology,krishnaguneet@example.org,9755231491,h.no. 77 mohan path,Buxar,CO,42435,US,2026-01-16T20:22:47,Active,krishnaguneet@example.org,9755231491,"H.No. 77, Mohan Path",42435
CRM_B,CRM_B_P_PROV_00182_359,9215400091.0,Elijah,Mannan,M,Oncology,,9755231491,h.no. 77 mohan path,Buxar,CO,42435,US,2026-01-21T14:09:02,Active,,975.523.1491,"H.No. 77, Mohan Path",42435
CRM_A,CRM_A_P_PROV_00182_819,9215400091.0,Elijah,Mannan,M,Pulmonology,krishnaguneet@example.org,9755231491,h.no. 77 mohan path,Buxar,CO,42435,US,2025-11-06T12:36:44,Active,krishnaguneet@example.org,+1-975-523-1491,"H.No. 77, Mohan Path",42435
CRM_A,CRM_A_P_PROV_00183_980,3304937838.0,Janya,Mutti,F,Pulmonology,aganguly@example.com,3645257775,81 bumb street,Kolhapur,PA,99167,US,2026-01-20T20:14:40,Active,aganguly@example.com,364.525.7775,"81
Bumb Street",99167
CRM_B,CRM_B_P_PROV_00183_459,,Janya,Mutti,F,Pulmonology,aganguly@example.com,3645257775,81 bumb street,Kolhapur,PA,99167,US,2026-01-01T10:09:19,Active,aganguly@example.com,3645257775,"81
Bumb Street",99167
CRM_A,CRM_A_P_PROV_00184_969,,Ronith,Lall,U,Gastroenterology,,0996930848,25/639 desai road,Orai,OH,17567,US,2026-01-12T10:07:49,Inactive,,0996930848,"25/639
Desai Road",17567
CRM_A,CRM_A_P_PROV_00185_926,,Yashvi,Chana,M,Neurology,gpatla@example.org,3928272299,75/037 bhatnagar ganj,Uluberia,MA,55158,US,2025-12-11T07:29:52,Active,gpatla@example.org,3928272299,"75/037, Bhatnagar Ganj",55158-2044
CRM_B,CRM_B_P_PROV_00185_109,,Yashvi,Chana,M,Neurology,gpatla@example.org,3928272299,75/037 bhatnagar ganj,Uluberia,MA,55158,US,2025-12-12T22:54:50,Active,gpatla@example.org,392 827 2299,"75/037, Bhatnagar Ganj",55158-2044
CRM_A,CRM_A_P_PROV_00186_758,,Vivaan,Basak,M,Cardiology,zarnapatel@example.com,7005184498,65 brahmbhatt,Gandhinagar,KA,242007,IN,2026-01-24T02:04:36,Inactive,zarnapatel@example.com,7005184498,"65, Brahmbhatt",242007
CRM_A,CRM_A_P_PROV_00187_582,8989870040.0,Udant,Varty,M,Endocrinology,,,08/27 karpe street,Kottayam,NC,26691,US,2026-01-25T04:55:40,Active,wpandit@examplecom,,"08/27
Karpe Street",26691
CRM_B,CRM_B_P_PROV_00187_499,8989870040.0,Udant,Varty,M,Endocrinology,wpandit@example.com,,08/27 karpe street,Kottayam,NC,26691,US,2025-11-01T16:23:48,Active,wpandit@example.com,,"08/27
Karpe Street",26691
CRM_A,CRM_A_P_PROV_00188_156,,Avni,Kakar,M,Gastroenterology,rachitdugar@example.com,1365177739,60/302 dyal,Anand,WB,657772,IN,2025-12-18T23:59:45,Inactive,rachitdugar@example.com,1365177739,"60/302, Dyal",657772
CRM_A,CRM_A_P_PROV_00189_687,,Balveer,Din,F,Neurology,,6990413797,369 gopal street,Rourkela,TS,902674,IN,2026-01-30T14:32:26,Active,ganesanaarna@exampleorg,699.041.3797,"369
Gopal Street",902674
CRM_B,CRM_B_P_PROV_00189_346,,Balveer,Din,F,Neurology,,6990413797,369 gopal street,Rourkela,TS,902674,IN,2026-01-02T23:15:22,Active,,6990413797,"369
Gopal Street",902674
CRM_A,CRM_A_P_PROV_00190_932,5439176290.0,Hema,Setty,F,Pediatrics,karpekritika@example.com,1038862912,90/88 chander zila,Bikaner,NJ,15798,US,2025-12-10T14:03:14,Inactive,karpekritika@example.com,103 886 2912,"90/88
Chander Zila",15798-7590
CRM_B,CRM_B_P_PROV_00190_412,5439176290.0,Hema,Setty,F,Pediatrics,karpekritika@example.com,1038862912,90/88 chander zila,Bikaner,NJ,15798,US,2025-11-06T19:26:19,Inactive,karpekritika@example.com,1038862912,"90/88
Chander Zila",15798-7590
CRM_A,CRM_A_P_PROV_00191_538,2242377075.0,Aarav,Sankar,F,Dermatology,cprabhakar@example.net,6376599162,31 rege road,Maheshtala,FL,88370,US,2026-01-02T14:40:12,Active,cprabhakar@example.net,6376599162,"31
Rege Road",88370
CRM_B,CRM_B_P_PROV_00191_233,2242377075.0,Aarav,Sankar,F,Dermatology,cprabhakar@example.net,6376599162,31 rege road,Maheshtala,FL,88370,US,2025-10-19T08:06:54,Active,cprabhakar@example.net,6376599162,"31
Rege Road",88370
CRM_A,CRM_A_P_PROV_00192_763,2181777110.0,Abdul,Amble,U,Pediatrics,,3565126944,59/46 sachdev ganj,Mangalore,CO,32955,US,2026-02-05T19:52:14,Inactive,,3565126944,"59/46
Sachdev Ganj",32955
CRM_A,CRM_A_P_PROV_00193_426,7547518979.0,Kamala,Sule,U,Psychiatry,damyanti95@example.net,2137213865,601 sinha street,Hubli–Dharwad,AK,34101,US,2025-11-12T13:35:48,Inactive,damyanti95@example.net,(213) 721-3865,"601, Sinha Street",34101
CRM_B,CRM_B_P_PROV_00193_720,7547518979.0,Kamala,Sule,U,Psychiatry,damyanti95@example.net,2137213865,601 sinha street,Hubli–Dharwad,AK,34101,US,2025-10-11T05:13:45,Inactive,damyanti95@example.net,2137213865,"601, Sinha Street",34101
CRM_A,CRM_A_P_PROV_00194_113,,Devansh,Lall,U,Dermatology,,5190669849,770 vasa ganj,Jammu,GA,83044,US,2026-02-07T22:16:33,Active,,5190669849,"770, Vasa Ganj",83044
CRM_B,CRM_B_P_PROV_00194_855,,Devansh,Lall,U,Dermatology,,5190669849,770 vasa ganj,Jammu,GA,83044,US,2025-12-15T21:13:50,Active,,5190669849,"770, Vasa Ganj",83044
CRM_A,CRM_A_P_PROV_00195_192,,Bahadurjit,Uppal,U,Oncology,,0214656693,11/848 pall,Bally,IL,34966,US,2025-11-06T03:20:23,Active,,0214656693,"11/848, Pall",34966
CRM_B,CRM_B_P_PROV_00195_906,,Bahadurjit,Uppal,U,Oncology,omkaarbanik@example.com,0214656693,11/848 pall,Bally,IL,34966,US,2025-10-28T18:30:18,Active,omkaarbanik@example.com,0214656693,"11/848, Pall",34966
CRM_A,CRM_A_P_PROV_00195_929,,Bahadurjit,Uppal,U,Oncology,omkaarbanik@example.com,0214656693,11/848 pall,Bally,IL,34966,US,2025-12-02T16:11:33,Active,omkaarbanik@example.com,0214656693,"11/848, Pall",34966
CRM_A,CRM_A_P_PROV_00196_149,,Upkaar,Hayer,F,Pediatrics,kraval@example.org,2681818451,94/76 sule,Sonipat,WA,37379,US,2025-11-29T03:45:28,Active,kraval@example.org,268.181.8451,"94/76
Sule",37379
CRM_B,CRM_B_P_PROV_00196_955,,Upkaar,Hayer,F,Pediatrics,kraval@example.org,2681818451,94/76 sule,Sonipat,WA,37379,US,2025-10-14T21:36:00,Active,kraval@example.org,2681818451,"94/76
Sule",37379
CRM_B,CRM_B_P_PROV_00196_599,,Upkaar,Hayer,F,Pediatrics,kraval@example.org,2681818451,94/76 sule,Sonipat,WA,37379,US,2025-10-08T23:53:01,Active,kraval@example.org,2681818451,"94/76
Sule",37379
CRM_A,CRM_A_P_PROV_00197_363,8534793156.0,Tara,Sharma,F,Oncology,,0714163356,80/43 chander road,Tiruvottiyur,AL,61987,US,2026-02-01T21:11:16,Active,,071.416.3356,"80/43
Chander Road",61987
CRM_B,CRM_B_P_PROV_00197_276,,Tara,Sharma,F,Oncology,,0714163356,80/43 chander road,Tiruvottiyur,AL,61987,US,2025-12-20T12:54:35,Active,,0714163356,"80/43
Chander Road",61987
CRM_A,CRM_A_P_PROV_00198_659,6418365941.0,Faqid,Gokhale,U,Psychiatry,wmurthy@example.org,4237333433,952 dar zila,Kumbakonam,MA,71537,US,2025-10-26T06:08:10,Active,wmurthy@example.org,4237333433,"952, Dar Zila",71537
CRM_B,CRM_B_P_PROV_00198_569,6418365941.0,Faqid,Gokhale,U,Psychiatry,wmurthy@example.org,4237333433,952 dar zila,Kumbakonam,MA,71537,US,2025-11-25T05:54:50,Active,wmurthy@example.org,423.733.3433,"952, Dar Zila",71537
CRM_A,CRM_A_P_PROV_00199_448,,Abeer,Basak,F,Pulmonology,nprabhu@example.com,9472846392,67/80 palan circle,Akola,TN,117007,IN,2025-10-14T19:33:07,Active,nprabhu@example.com,947.284.6392,"67/80, Palan Circle",117007
CRM_B,CRM_B_P_PROV_00199_594,,Abeer,Basak,F,Pulmonology,nprabhu@example.com,9472846392,67/80 palan circle,Akola,TN,117007,IN,2026-01-14T09:10:08,Active,nprabhu@example.com,9472846392,"67/80, Palan Circle",117007
CRM_A,CRM_A_P_PROV_00200_521,2416760621.0,Tanvi,Dara,M,Neurology,smutti@example.org,3691559428,479 pau path,Panchkula,VA,95800,US,2025-11-18T09:03:45,Active,smutti@example.org,3691559428,"479
Pau Path",95800
CRM_B,CRM_B_P_PROV_00200_164,,Tanvi,Dara,M,Neurology,smutti@example.org,3691559428,479 pau path,Panchkula,VA,95800,US,2025-12-20T07:13:55,Active,smutti@example.org,3691559428,"479
Pau Path",95800
CRM_B,CRM_B_P_PROV_00200_963,2416760621.0,Tanvi,Dara,M,Neurology,smutti@example.org,3691559428,479 pau path,Panchkula,VA,95800,US,2025-10-21T02:20:25,Active,smutti@example.org,3691559428,"479
Pau Path",95800
CRM_A,CRM_A_P_PROV_00201_869,2512585138.0,Panini,Kade,U,Gastroenterology,xpradhan@example.com,7292931438,32 solanki street,Belgaum,OH,81058,US,2025-11-13T21:44:41,Active,xpradhan@example.com,+1-729-293-1438,"32
Solanki Street",81058
CRM_B,CRM_B_P_PROV_00201_684,,Panini,Kade,U,Gastroenterology,xpradhan@example.com,7292931438,32 solanki street,Belgaum,OH,81058,US,2025-10-26T22:40:43,Active,xpradhan@example.com,729 293 1438,"32
Solanki Street",81058
CRM_A,CRM_A_P_PROV_00202_258,2771211118.0,Oviya,Tata,U,Cardiology,zansiwalla@example.net,7448906120,h.no. 71 natt chowk,Karimnagar,AZ,11198,US,2026-01-24T14:01:09,Active,zansiwalla@example.net,7448906120,"H.No. 71, Natt Chowk",11198
CRM_B,CRM_B_P_PROV_00202_789,,Oviya,Tata,U,Cardiology,zansiwalla@example.net,7448906120,h.no. 71 natt chowk,Karimnagar,AZ,11198,US,2025-10-25T13:31:48,Active,zansiwalla@example.net,+1-744-890-6120,"H.No. 71, Natt Chowk",11198
CRM_A,CRM_A_P_PROV_00203_236,,Jagvi,Kurian,U,Psychiatry,,0615939982,h.no. 58 sekhon chowk,Eluru,MI,79758,US,2025-11-07T11:34:01,Active,,0615939982,"H.No. 58
Sekhon Chowk",79758-7739
CRM_B,CRM_B_P_PROV_00203_458,,Jagvi,Kurian,U,Psychiatry,,0615939982,h.no. 58 sekhon chowk,Eluru,MI,79758,US,2025-12-05T02:56:06,Active,,061 593 9982,H.No. 58 Sekhon Chowk,79758-7739
CRM_A,CRM_A_P_PROV_00204_872,1769945233.0,Bhavini,Sheth,M,Cardiology,,2256996112,554 rana road,Raiganj,IL,91235,US,2026-01-15T12:46:04,Active,,2256996112,"554
Rana Road",91235
CRM_B,CRM_B_P_PROV_00204_480,1769945233.0,Bhavini,Sheth,M,Cardiology,,2256996112,554 rana road,Raiganj,IL,91235,US,2025-12-22T17:42:04,Active,,225.699.6112,"554
Rana Road",91235
